Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.010635   184.534067
1.020635   177.272392
1.030635   174.360263
1.040635   172.478764
1.050635   170.852042
1.060635   169.712485
1.070635   168.414795
1.080635   166.510156
1.090635   165.088416
1.100635   165.337235
1.110635   165.529026
1.120635   164.077391
1.130635   165.090066
1.140635   166.084205
1.150635   166.235481
1.160635   165.831869
1.170635   165.958723
1.180635   166.419861
1.190635   165.872498
1.200635   165.819283
1.210635   165.565154
1.220635   165.465947
1.230635   165.309838
1.240635   165.219470
1.250635   165.098370
1.260635   165.732506
1.270635   165.461161
1.280635   165.808505
1.290635   165.965874
1.300635   166.237986
1.310635   165.836056
1.320635   165.969698
1.330635   166.105635
1.340635   166.221100
1.350635   166.147463
1.360635   166.152271
1.370635   166.158369
1.380635   166.770563
1.390635   166.784151
1.400635   166.808008
1.410635   166.940318
1.420635   167.599240
1.430635   167.462249
1.440635   167.032579
1.450635   167.419876
1.460635   173.866282
1.470635   171.921464
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
