Time_s   F0_Hz
--undefined--   --undefined--
0.600113   447.813985
0.610113   439.717546
0.620113   440.334900
0.630113   438.024317
0.640113   434.821650
0.650113   432.376519
0.660113   430.535140
0.670113   432.391051
0.680113   437.286196
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.760113   184.706701
0.770113   169.465858
0.780113   163.122698
0.790113   163.353546
0.800113   164.757873
0.810113   166.148398
0.820113   167.539971
0.830113   167.526310
0.840113   167.091016
0.850113   166.252134
0.860113   165.908287
0.870113   165.530620
0.880113   164.804748
0.890113   164.343237
0.900113   163.937292
0.910113   163.995094
0.920113   163.880214
0.930113   163.879574
0.940113   163.272398
0.950113   163.166845
0.960113   163.154287
0.970113   162.999892
0.980113   163.294998
0.990113   163.122013
1.000113   163.017627
1.010113   163.456678
1.020113   163.203005
1.030113   163.179085
1.040113   163.484056
1.050113   162.779957
1.060113   162.110416
1.070113   161.640947
1.080113   161.594506
1.090113   162.247990
1.100113   162.920834
1.110113   164.145680
1.120113   166.187700
1.130113   167.969001
1.140113   164.144539
1.150113   162.013835
1.160113   161.487666
1.170113   162.698877
1.180113   164.719608
1.190113   165.571446
--undefined--   --undefined--
--undefined--   --undefined--
