Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.962029   193.273461
0.972029   186.822705
0.982029   182.538838
0.992029   178.096954
1.002029   178.875141
1.012029   178.747788
1.022029   177.947612
1.032029   177.943809
1.042029   177.974601
1.052029   178.180639
1.062029   177.745843
1.072029   176.892932
1.082029   175.724796
1.092029   174.620769
1.102029   173.729278
1.112029   172.712360
1.122029   172.182818
1.132029   171.994083
1.142029   171.717402
1.152029   171.143892
1.162029   170.859181
1.172029   170.888003
1.182029   170.868878
1.192029   170.104901
1.202029   169.437592
1.212029   169.088908
1.222029   169.399099
1.232029   169.229972
1.242029   169.013211
1.252029   168.043991
1.262029   167.761003
1.272029   167.441897
1.282029   167.402507
1.292029   167.450572
1.302029   168.903199
1.312029   170.462067
1.322029   169.005341
1.332029   167.773040
1.342029   162.970173
1.352029   166.331179
1.362029   167.019365
1.372029   170.744626
1.382029   174.641210
1.392029   165.408890
1.402029   167.670141
1.412029   168.966221
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
