Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.365805   127.017137
1.375805   126.409695
1.385805   123.568781
1.395805   117.823691
1.405805   115.029720
1.415805   112.613425
1.425805   110.150707
1.435805   109.679994
1.445805   109.237071
1.455805   109.528013
1.465805   109.812888
1.475805   110.584493
1.485805   111.050008
1.495805   111.445687
1.505805   115.058534
1.515805   117.752509
1.525805   119.743605
1.535805   121.767763
1.545805   123.279683
1.555805   126.140259
1.565805   128.531081
1.575805   131.002627
1.585805   135.208538
1.595805   136.991104
1.605805   139.863217
1.615805   142.720126
1.625805   149.854167
1.635805   161.524871
1.645805   161.511759
1.655805   161.538014
1.665805   159.002129
--undefined--   --undefined--
--undefined--   --undefined--
