Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
0.898719   143.718926
0.908719   137.064782
0.918719   135.263339
0.928719   136.145275
0.938719   137.877176
0.948719   138.723707
0.958719   139.491374
0.968719   135.830034
0.978719   132.991849
0.988719   130.041483
0.998719   127.094420
1.008719   120.863888
1.018719   120.979883
1.028719   121.222627
1.038719   120.648287
1.048719   120.575491
1.058719   121.436838
1.068719   121.644361
1.078719   121.696397
1.088719   122.470233
1.098719   122.275402
1.108719   122.090413
1.118719   121.853504
1.128719   122.822571
1.138719   124.041261
1.148719   126.813839
1.158719   132.062927
1.168719   140.753126
1.178719   144.973835
1.188719   151.507010
1.198719   155.741688
