Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.514331   155.150727
1.524331   151.176151
1.534331   148.523490
1.544331   147.927828
1.554331   147.594532
1.564331   147.959052
1.574331   149.057238
1.584331   151.423298
1.594331   152.774594
1.604331   152.758933
1.614331   152.379335
1.624331   152.399108
1.634331   152.392891
1.644331   151.704564
1.654331   150.742407
1.664331   149.638476
1.674331   148.538260
1.684331   147.864917
1.694331   147.819849
1.704331   148.791068
1.714331   149.666596
1.724331   150.389574
1.734331   150.894036
1.744331   151.713704
1.754331   153.500574
1.764331   154.637462
1.774331   156.463063
1.784331   156.868510
1.794331   156.485005
1.804331   155.762458
1.814331   154.776843
1.824331   155.142476
1.834331   153.771506
1.844331   153.164911
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
