Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.813299   157.553292
0.823299   162.224281
0.833299   164.404994
0.843299   164.542155
0.853299   164.573406
0.863299   163.590984
0.873299   163.017535
0.883299   162.052963
0.893299   161.196706
0.903299   159.977463
0.913299   159.846740
0.923299   159.767257
0.933299   161.262111
0.943299   162.287759
0.953299   162.692739
0.963299   164.865823
0.973299   164.231875
0.983299   164.531336
0.993299   165.892122
1.003299   165.642759
1.013299   164.976294
1.023299   162.553252
1.033299   162.415334
1.043299   161.913417
1.053299   161.328771
1.063299   160.481557
1.073299   162.473593
1.083299   163.488681
1.093299   164.724333
1.103299   163.939777
1.113299   163.347118
1.123299   162.038013
1.133299   163.185079
1.143299   163.016047
1.153299   162.419428
1.163299   162.465128
1.173299   163.148087
1.183299   162.284545
1.193299   164.708300
1.203299   163.490680
1.213299   163.690388
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
