Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.890748   178.154148
0.900748   161.418844
0.910748   158.927244
0.920748   158.152942
0.930748   156.981740
0.940748   154.882361
0.950748   153.228036
0.960748   152.296583
0.970748   152.010266
0.980748   152.276032
0.990748   152.972121
1.000748   153.606442
1.010748   154.879839
1.020748   155.155041
1.030748   154.927962
1.040748   154.558589
1.050748   154.161217
1.060748   154.578467
1.070748   156.435539
1.080748   156.296891
1.090748   156.340472
1.100748   156.360558
1.110748   156.071358
1.120748   155.041092
1.130748   154.956169
1.140748   154.775122
1.150748   155.738547
1.160748   155.980643
1.170748   155.662167
1.180748   155.133493
1.190748   154.843035
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
