Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.168515   104.853377
1.178515   101.527478
1.188515   98.777321
1.198515   97.146270
1.208515   98.635551
1.218515   98.749031
1.228515   99.000527
1.238515   100.403653
1.248515   100.656381
1.258515   100.415006
1.268515   101.799526
1.278515   101.569850
1.288515   102.465700
1.298515   102.685038
1.308515   101.068747
1.318515   102.013295
1.328515   102.505324
1.338515   102.316412
1.348515   102.077041
1.358515   102.029756
1.368515   101.345972
1.378515   100.071554
1.388515   99.069417
1.398515   102.183030
1.408515   104.112150
1.418515   105.689295
1.428515   106.010735
1.438515   107.408578
1.448515   108.425531
1.458515   109.404602
1.468515   112.368775
1.478515   113.507746
1.488515   114.605176
1.498515   115.511285
1.508515   116.957124
1.518515   117.885047
1.528515   120.062809
1.538515   122.977561
1.548515   123.415540
1.558515   123.827011
1.568515   125.415648
1.578515   127.974709
1.588515   130.912136
1.598515   132.999800
1.608515   134.725555
1.618515   134.824205
--undefined--   --undefined--
--undefined--   --undefined--
1.648515   211.169091
1.658515   238.941388
1.668515   248.560873
1.678515   247.863716
1.688515   247.597484
1.698515   247.771209
1.708515   244.812685
--undefined--   --undefined--
--undefined--   --undefined--
