Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.963605   91.598995
0.973605   121.168794
0.983605   121.054478
--undefined--   --undefined--
1.003605   97.912505
1.013605   95.976603
1.023605   96.939065
1.033605   98.836297
1.043605   99.557549
1.053605   100.036610
1.063605   101.881760
1.073605   104.010318
1.083605   103.495230
1.093605   102.902418
1.103605   105.157537
1.113605   105.111469
1.123605   102.056392
1.133605   102.416844
1.143605   102.683382
1.153605   103.623668
1.163605   102.762311
1.173605   101.467945
1.183605   102.358440
1.193605   102.395193
1.203605   102.829822
1.213605   103.502012
1.223605   103.230525
1.233605   103.322773
1.243605   104.233014
1.253605   105.076046
1.263605   105.083733
1.273605   104.710287
1.283605   106.806730
1.293605   111.166309
1.303605   114.555745
1.313605   116.795537
1.323605   118.930475
1.333605   120.323574
1.343605   121.004954
1.353605   121.960924
1.363605   122.142819
1.373605   121.963911
1.383605   123.672516
1.393605   125.223669
1.403605   126.442426
1.413605   127.918069
1.423605   129.364150
1.433605   129.866212
1.443605   130.486355
1.453605   133.392328
1.463605   138.243309
1.473605   141.942307
1.483605   145.514356
1.493605   153.329182
1.503605   173.999952
1.513605   182.492264
1.523605   201.702691
1.533605   193.958063
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
