Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.271315   101.887677
1.281315   93.398551
1.291315   91.774389
1.301315   92.971198
1.311315   85.562624
1.321315   107.058344
1.331315   103.823681
1.341315   103.736967
1.351315   104.920831
1.361315   105.832389
1.371315   105.836892
1.381315   105.051755
1.391315   106.078711
1.401315   106.267976
1.411315   107.188299
1.421315   107.403333
1.431315   108.483742
1.441315   108.607598
1.451315   109.001118
1.461315   108.655905
1.471315   108.673279
1.481315   108.701884
1.491315   108.894686
1.501315   109.416729
1.511315   110.464935
1.521315   110.000083
1.531315   110.432641
1.541315   110.528361
1.551315   111.118369
1.561315   111.872378
1.571315   113.054190
1.581315   113.999390
1.591315   115.366431
1.601315   116.650294
1.611315   117.306145
1.621315   119.657783
1.631315   121.329950
1.641315   122.371145
1.651315   123.482972
1.661315   124.660802
1.671315   125.805693
1.681315   127.820325
1.691315   128.367668
1.701315   129.095536
1.711315   128.496485
1.721315   128.467334
1.731315   128.892766
1.741315   129.448937
1.751315   129.716645
1.761315   130.275297
1.771315   130.667264
1.781315   131.728466
1.791315   133.278792
1.801315   137.626755
1.811315   142.310834
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
