Time_s   F0_Hz
1.335896   498.646814
1.345896   474.204669
1.355896   442.464745
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
1.395896   114.519699
1.405896   110.783406
1.415896   108.805490
1.425896   107.668638
1.435896   107.313482
1.445896   106.739053
1.455896   106.505998
1.465896   105.530727
1.475896   105.344504
1.485896   104.988445
1.495896   104.758860
1.505896   105.612167
1.515896   105.842379
1.525896   106.039613
1.535896   106.465240
1.545896   106.654522
1.555896   107.358906
1.565896   107.854262
1.575896   108.147254
1.585896   109.279421
1.595896   109.561188
1.605896   110.494743
1.615896   111.620976
1.625896   112.351843
1.635896   113.227134
1.645896   114.006183
1.655896   115.362236
1.665896   117.171916
1.675896   118.874627
1.685896   121.181827
1.695896   123.546884
1.705896   124.521927
1.715896   124.804095
1.725896   124.885496
1.735896   125.237541
1.745896   126.534064
1.755896   125.426544
1.765896   122.233888
1.775896   96.165163
1.785896   94.253954
1.795896   95.947063
1.805896   94.819392
1.815896   125.726740
1.825896   124.699521
1.835896   125.273112
1.845896   124.516654
1.855896   119.598896
1.865896   120.025323
--undefined--   --undefined--
--undefined--   --undefined--
