Time_s   F0_Hz
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
0.413957   117.212958
0.423957   112.272197
0.433957   110.050773
0.443957   107.836141
0.453957   104.247941
0.463957   105.359806
0.473957   103.317587
0.483957   101.121313
0.493957   105.250817
0.503957   105.052529
0.513957   105.933348
0.523957   105.952586
0.533957   105.335459
0.543957   106.159596
0.553957   107.256199
0.563957   108.094720
0.573957   108.258258
0.583957   108.469439
0.593957   109.027965
0.603957   109.369020
0.613957   109.470693
0.623957   109.970426
0.633957   111.239468
0.643957   113.940639
0.653957   116.730086
0.663957   120.518143
0.673957   124.307858
0.683957   127.807859
0.693957   131.255044
0.703957   134.520104
0.713957   136.761849
0.723957   140.688039
0.733957   143.914142
0.743957   146.533768
0.753957   147.066582
0.763957   146.437720
0.773957   143.096985
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
--undefined--   --undefined--
